max_iter,tabu_size,t,score
0,0,0.0,97
0,1,0.0,97
0,2,0.0,97
0,3,0.0,97
0,4,0.0,97
0,5,0.0,97
0,6,0.0,97
0,7,0.0,97
0,8,0.0,97
0,9,0.0,97
0,10,0.0,97
0,11,0.0,97
0,12,0.0,97
0,13,0.0,97
0,14,0.0,97
0,15,0.0,97
0,16,0.0,97
0,17,0.0,97
0,18,0.0,97
0,19,0.0,97
0,20,0.0,97
0,21,0.0,97
0,22,0.0,97
0,23,0.0,97
0,24,0.0,97
0,25,0.0,97
0,26,0.0,97
0,27,0.0,97
0,28,0.0,97
0,29,0.0,97
0,30,0.0,97
0,31,0.0,97
0,32,0.0,97
0,33,0.0,97
0,34,0.0,97
0,35,0.0,97
0,36,0.0,97
0,37,0.0,97
0,38,0.0,97
0,39,0.0,97
0,40,0.0,97
0,41,0.0,97
0,42,0.0,97
0,43,0.0,97
0,44,0.0,97
0,45,0.0,97
0,46,0.0,97
0,47,0.0,97
0,48,0.0,97
0,49,0.0,97
0,50,0.0,97
0,51,0.0,97
0,52,0.0,97
0,53,0.0,97
0,54,0.0,97
0,55,0.0,97
0,56,0.0,97
0,57,0.0,97
0,58,0.0,97
0,59,0.0,97
0,60,0.0,97
0,61,0.0,97
0,62,0.0,97
0,63,0.0,97
0,64,0.0,97
0,65,0.0,97
0,66,0.0,97
0,67,0.0,97
0,68,0.0,97
0,69,0.0,97
0,70,0.0,97
0,71,0.0,97
0,72,0.0,97
0,73,0.0,97
0,74,0.0,97
0,75,0.0,97
0,76,0.0,97
0,77,0.0,97
0,78,0.0,97
0,79,0.0,97
0,80,0.0,97
0,81,0.0,97
0,82,0.0,97
0,83,0.0,97
0,84,0.0,97
0,85,0.0,97
0,86,0.0,97
0,87,0.0,97
0,88,0.0,97
0,89,0.0,97
0,90,0.0,97
0,91,0.0,97
0,92,0.0,97
0,93,0.0,97
0,94,0.0,97
0,95,0.0,97
0,96,0.0,97
0,97,0.0,97
0,98,0.0,97
0,99,0.0,97
0,100,0.0,97
0,101,0.0,97
0,102,0.0,97
0,103,0.0,97
0,104,0.0,97
0,105,0.0,97
0,106,0.0,97
0,107,0.0,97
0,108,0.0,97
0,109,0.0,97
0,110,0.0,97
0,111,0.0,97
0,112,0.0,97
0,113,0.0,97
0,114,0.0,97
0,115,0.0,97
0,116,0.0,97
0,117,0.0,97
0,118,0.0,97
0,119,0.0,97
0,120,0.0,97
0,121,0.0,97
0,122,0.0,97
0,123,0.0,97
0,124,0.0,97
0,125,0.0,97
0,126,0.0,97
0,127,0.0,97
0,128,0.0,97
0,129,0.0,97
0,130,0.0,97
0,131,0.0,97
0,132,0.0,97
0,133,0.0,97
0,134,0.0,97
0,135,0.0,97
0,136,0.0,97
0,137,0.0,97
0,138,0.0,97
0,139,0.0,97
0,140,0.0,97
0,141,0.0,97
0,142,0.0,97
0,143,0.0,97
0,144,0.0,97
0,145,0.0,97
0,146,0.0,97
0,147,0.0,97
0,148,0.0,97
0,149,0.0,97
1,0,0.000997781753540039,80
1,1,0.0,91
1,2,0.001996755599975586,83
1,3,0.0010232925415039062,83
1,4,0.0,80
1,5,0.001968860626220703,83
1,6,0.0009975433349609375,84
1,7,0.0009975433349609375,89
1,8,0.0009975433349609375,95
1,9,0.0009968280792236328,80
1,10,0.000997304916381836,80
1,11,0.0009965896606445312,83
1,12,0.0009975433349609375,83
1,13,0.000997304916381836,83
1,14,0.000997304916381836,83
1,15,0.0,80
1,16,0.0019943714141845703,83
1,17,0.0,83
1,18,0.001993417739868164,80
1,19,0.000997781753540039,80
1,20,0.0009968280792236328,80
1,21,0.0009975433349609375,80
1,22,0.0,83
1,23,0.0,80
1,24,0.000997781753540039,80
1,25,0.000997304916381836,83
1,26,0.000997304916381836,94
1,27,0.0009970664978027344,83
1,28,0.0,80
1,29,0.0009975433349609375,83
1,30,0.000997304916381836,83
1,31,0.000997304916381836,83
1,32,0.0009975433349609375,83
1,33,0.000997304916381836,80
1,34,0.000997304916381836,80
1,35,0.0,83
1,36,0.0009970664978027344,80
1,37,0.0009975433349609375,80
1,38,0.0009987354278564453,80
1,39,0.0009958744049072266,83
1,40,0.0009999275207519531,83
1,41,0.001994609832763672,91
1,42,0.0009965896606445312,83
1,43,0.0009970664978027344,83
1,44,0.000997781753540039,80
1,45,0.0009970664978027344,89
1,46,0.000997304916381836,80
1,47,0.0,83
1,48,0.001994609832763672,83
1,49,0.0,80
1,50,0.001994609832763672,80
1,51,0.0,80
1,52,0.001994609832763672,87
1,53,0.0,84
1,54,0.001993894577026367,80
1,55,0.0009968280792236328,80
1,56,0.0009970664978027344,87
1,57,0.0009975433349609375,80
1,58,0.0,83
1,59,0.0009970664978027344,94
1,60,0.000997304916381836,83
1,61,0.0009975433349609375,80
1,62,0.000997304916381836,83
1,63,0.0009970664978027344,80
1,64,0.0,83
1,65,0.000997304916381836,83
1,66,0.0009975433349609375,94
1,67,0.000997304916381836,80
1,68,0.000997304916381836,83
1,69,0.0009975433349609375,80
1,70,0.0,80
1,71,0.0009970664978027344,83
1,72,0.000997304916381836,83
1,73,0.0019958019256591797,83
1,74,0.000997304916381836,83
1,75,0.001994609832763672,83
1,76,0.0019948482513427734,80
1,77,0.000997304916381836,80
1,78,0.0,80
1,79,0.0009970664978027344,83
1,80,0.0009970664978027344,83
1,81,0.000997304916381836,83
1,82,0.0009975433349609375,83
1,83,0.000997304916381836,83
1,84,0.001994609832763672,83
1,85,0.0009970664978027344,83
1,86,0.0009961128234863281,83
1,87,0.0009970664978027344,83
1,88,0.000997304916381836,83
1,89,0.0,80
1,90,0.0,83
1,91,0.0009975433349609375,80
1,92,0.000997304916381836,80
1,93,0.000997304916381836,90
1,94,0.0009975433349609375,80
1,95,0.000997304916381836,83
1,96,0.0,80
1,97,0.0009970664978027344,80
1,98,0.000997304916381836,83
1,99,0.0009975433349609375,83
1,100,0.000997304916381836,83
1,101,0.000997304916381836,90
1,102,0.0,83
1,103,0.0019953250885009766,87
1,104,0.0009982585906982422,83
1,105,0.0009963512420654297,80
1,106,0.0009980201721191406,83
1,107,0.0009963512420654297,83
1,108,0.0,83
1,109,0.0009970664978027344,80
1,110,0.000997304916381836,80
1,111,0.000997304916381836,94
1,112,0.000997304916381836,89
1,113,0.000997304916381836,80
1,114,0.0,83
1,115,0.0,83
1,116,0.000997781753540039,83
1,117,0.0009970664978027344,80
1,118,0.0009975433349609375,80
1,119,0.000997304916381836,80
1,120,0.000997304916381836,83
1,121,0.0,83
1,122,0.0,80
1,123,0.0019969940185546875,94
1,124,0.000997304916381836,80
1,125,0.0,83
1,126,0.0009970664978027344,87
1,127,0.001994609832763672,86
1,128,0.0009970664978027344,80
1,129,0.0,83
1,130,0.0019943714141845703,80
1,131,0.0,83
1,132,0.0009975433349609375,83
1,133,0.0009975433349609375,80
1,134,0.0019943714141845703,83
1,135,0.0009980201721191406,83
1,136,0.0009984970092773438,83
1,137,0.0,83
1,138,0.001993417739868164,83
1,139,0.0009958744049072266,83
1,140,0.0009970664978027344,80
1,141,0.0009968280792236328,80
1,142,0.000997304916381836,80
1,143,0.0009975433349609375,80
1,144,0.0,83
1,145,0.000997304916381836,80
1,146,0.000997304916381836,83
1,147,0.000997304916381836,80
1,148,0.000997304916381836,83
1,149,0.0,80
2,0,0.0019943714141845703,87
2,1,0.0020346641540527344,79
2,2,0.001985311508178711,67
2,3,0.0009987354278564453,61
2,4,0.0019638538360595703,74
2,5,0.0019936561584472656,84
2,6,0.0019948482513427734,80
2,7,0.000997304916381836,52
2,8,0.0019943714141845703,83
2,9,0.0019948482513427734,54
2,10,0.000997304916381836,61
2,11,0.0019948482513427734,80
2,12,0.001994609832763672,58
2,13,0.001995086669921875,59
2,14,0.0009970664978027344,76
2,15,0.0019943714141845703,80
2,16,0.0019948482513427734,68
2,17,0.000997304916381836,70
2,18,0.001994609832763672,65
2,19,0.0019974708557128906,80
2,20,0.0019941329956054688,79
2,21,0.0019941329956054688,66
2,22,0.0019941329956054688,72
2,23,0.001993417739868164,68
2,24,0.0009975433349609375,77
2,25,0.0019943714141845703,80
2,26,0.0009975433349609375,73
2,27,0.0009975433349609375,74
2,28,0.0019958019256591797,75
2,29,0.002993345260620117,83
2,30,0.00498652458190918,77
2,31,0.0029938220977783203,80
2,32,0.002989053726196289,73
2,33,0.001995086669921875,55
2,34,0.0019943714141845703,79
2,35,0.002991199493408203,59
2,36,0.0009975433349609375,78
2,37,0.0019948482513427734,74
2,38,0.0019943714141845703,53
2,39,0.0019941329956054688,65
2,40,0.000997304916381836,74
2,41,0.0019979476928710938,70
2,42,0.0019943714141845703,77
2,43,0.001993417739868164,58
2,44,0.001993417739868164,77
2,45,0.0029931068420410156,84
2,46,0.0019931793212890625,63
2,47,0.0019948482513427734,74
2,48,0.0009970664978027344,80
2,49,0.0029938220977783203,64
2,50,0.0029909610748291016,78
2,51,0.002992868423461914,77
2,52,0.002992391586303711,80
2,53,0.001993894577026367,77
2,54,0.001993894577026367,58
2,55,0.0019953250885009766,65
2,56,0.0029916763305664062,66
2,57,0.002992391586303711,79
2,58,0.0029914379119873047,58
2,59,0.0029916763305664062,67
2,60,0.0019948482513427734,83
2,61,0.002994537353515625,75
2,62,0.003987789154052734,83
2,63,0.00299072265625,58
2,64,0.002992868423461914,67
2,65,0.003989219665527344,67
2,66,0.002994537353515625,58
2,67,0.0019927024841308594,78
2,68,0.0020074844360351562,65
2,69,0.0029785633087158203,58
2,70,0.001995086669921875,52
2,71,0.0029916763305664062,77
2,72,0.000997304916381836,78
2,73,0.0009837150573730469,65
2,74,0.0019936561584472656,74
2,75,0.001994609832763672,52
2,76,0.0009975433349609375,80
2,77,0.0019941329956054688,65
2,78,0.001995086669921875,63
2,79,0.001996278762817383,77
2,80,0.0019943714141845703,70
2,81,0.001992464065551758,52
2,82,0.0009970664978027344,80
2,83,0.001994609832763672,52
2,84,0.000997304916381836,77
2,85,0.0019943714141845703,86
2,86,0.0019948482513427734,83
2,87,0.000997304916381836,77
2,88,0.001995086669921875,58
2,89,0.000997304916381836,60
2,90,0.001994609832763672,65
2,91,0.0019948482513427734,80
2,92,0.0009970664978027344,60
2,93,0.001994609832763672,71
2,94,0.0019948482513427734,86
2,95,0.000997304916381836,70
2,96,0.0019948482513427734,77
2,97,0.0019958019256591797,59
2,98,0.0019936561584472656,74
2,99,0.000997304916381836,81
2,100,0.001994609832763672,58
2,101,0.0019943714141845703,80
2,102,0.000997781753540039,83
2,103,0.0019943714141845703,68
2,104,0.0009975433349609375,74
2,105,0.000997304916381836,69
2,106,0.0019948482513427734,58
2,107,0.0019965171813964844,77
2,108,0.0019941329956054688,74
2,109,0.0019943714141845703,78
2,110,0.0019941329956054688,52
2,111,0.001994609832763672,64
2,112,0.000997304916381836,65
2,113,0.0029921531677246094,74
2,114,0.0019943714141845703,61
2,115,0.001995086669921875,81
2,116,0.001994609832763672,52
2,117,0.0019936561584472656,52
2,118,0.000997304916381836,80
2,119,0.0019948482513427734,80
2,120,0.0019953250885009766,63
2,121,0.0009968280792236328,55
2,122,0.0019943714141845703,79
2,123,0.001995086669921875,77
2,124,0.0009970664978027344,79
2,125,0.0030083656311035156,74
2,126,0.0019795894622802734,55
2,127,0.0029921531677246094,83
2,128,0.00299072265625,52
2,129,0.0019948482513427734,71
2,130,0.0019941329956054688,58
2,131,0.001994609832763672,74
2,132,0.003020763397216797,80
2,133,0.0029909610748291016,58
2,134,0.00299072265625,69
2,135,0.0019936561584472656,61
2,136,0.001995086669921875,58
2,137,0.0009980201721191406,80
2,138,0.0019953250885009766,77
2,139,0.003981828689575195,58
2,140,0.0019757747650146484,80
2,141,0.002992391586303711,52
2,142,0.0019941329956054688,70
2,143,0.0019941329956054688,64
2,144,0.0009975433349609375,80
2,145,0.002991914749145508,70
2,146,0.002994060516357422,61
2,147,0.001992940902709961,73
2,148,0.0019958019256591797,80
2,149,0.0009961128234863281,52
3,0,0.0019948482513427734,78
3,1,0.0019943714141845703,52
3,2,0.0029921531677246094,59
3,3,0.003991127014160156,52
3,4,0.0029916763305664062,41
3,5,0.0019931793212890625,55
3,6,0.002991914749145508,75
