max_iter,tabu_size,t,score
3,7,0.001994609832763672,66
3,8,0.003991603851318359,65
3,9,0.00299072265625,54
3,10,0.002991914749145508,58
3,11,0.002991199493408203,74
3,12,0.001994609832763672,68
3,13,0.0029921531677246094,63
3,14,0.00598907470703125,52
3,15,0.003984689712524414,48
3,16,0.0019941329956054688,52
3,17,0.002992391586303711,50
3,18,0.0029926300048828125,55
3,19,0.003989458084106445,50
3,20,0.004987478256225586,66
3,21,0.002990245819091797,71
3,22,0.002992868423461914,61
3,23,0.002991914749145508,64
3,24,0.001994609832763672,52
3,25,0.001994609832763672,52
3,26,0.0019943714141845703,67
3,27,0.002994060516357422,47
3,28,0.001992940902709961,77
3,29,0.002992868423461914,49
3,30,0.0029909610748291016,50
3,31,0.001994609832763672,58
3,32,0.002991914749145508,52
3,33,0.002992391586303711,74
3,34,0.001994609832763672,67
3,35,0.002991914749145508,66
3,36,0.0029921531677246094,59
3,37,0.001994609832763672,54
3,38,0.002991914749145508,42
3,39,0.001994609832763672,60
3,40,0.002991914749145508,52
3,41,0.0029921531677246094,70
3,42,0.002992391586303711,51
3,43,0.0029914379119873047,43
3,44,0.0029938220977783203,44
3,45,0.001993894577026367,52
3,46,0.001995086669921875,54
3,47,0.0029921531677246094,64
3,48,0.001995086669921875,58
3,49,0.0029914379119873047,52
3,50,0.001994609832763672,62
3,51,0.003990650177001953,52
3,52,0.0029914379119873047,75
3,53,0.001995563507080078,74
3,54,0.0029947757720947266,53
3,55,0.002987384796142578,73
3,56,0.004016876220703125,55
3,57,0.0029654502868652344,51
3,58,0.002991199493408203,81
3,59,0.002992868423461914,58
3,60,0.0019936561584472656,67
3,61,0.0029959678649902344,56
3,62,0.0029883384704589844,65
3,63,0.002992391586303711,59
3,64,0.0029914379119873047,54
3,65,0.002996683120727539,52
3,66,0.0029876232147216797,74
3,67,0.002993345260620117,52
3,68,0.00299072265625,52
3,69,0.002991914749145508,53
3,70,0.0019941329956054688,52
3,71,0.0039899349212646484,70
3,72,0.00399017333984375,64
3,73,0.004987239837646484,63
3,74,0.0019927024841308594,57
3,75,0.001994609832763672,53
3,76,0.0039904117584228516,42
3,77,0.003989458084106445,52
3,78,0.0029909610748291016,52
3,79,0.001994609832763672,67
3,80,0.0019948482513427734,65
3,81,0.0029969215393066406,57
3,82,0.002991914749145508,61
3,83,0.002991199493408203,49
3,84,0.0019943714141845703,52
3,85,0.002992391586303711,68
3,86,0.0019943714141845703,51
3,87,0.002996683120727539,69
3,88,0.0029871463775634766,52
3,89,0.001994609832763672,65
3,90,0.0029921531677246094,57
3,91,0.001994609832763672,48
3,92,0.002991914749145508,78
3,93,0.0029935836791992188,61
3,94,0.0030171871185302734,74
3,95,0.0019943714141845703,52
3,96,0.0029926300048828125,59
3,97,0.002995729446411133,42
3,98,0.001994609832763672,58
3,99,0.0029630661010742188,44
3,100,0.002990245819091797,52
3,101,0.001994609832763672,58
3,102,0.0029921531677246094,75
3,103,0.001994609832763672,53
3,104,0.001994609832763672,72
3,105,0.002991914749145508,58
3,106,0.003991127014160156,57
3,107,0.002991914749145508,59
3,108,0.003989458084106445,49
3,109,0.002991914749145508,72
3,110,0.0030219554901123047,80
3,111,0.002985715866088867,76
3,112,0.001995086669921875,53
3,113,0.0029916763305664062,48
3,114,0.001994609832763672,65
3,115,0.0029973983764648438,66
3,116,0.0019943714141845703,58
3,117,0.003958702087402344,63
3,118,0.0019948482513427734,54
3,119,0.0029921531677246094,58
3,120,0.0019943714141845703,58
3,121,0.0019948482513427734,72
3,122,0.002991914749145508,52
3,123,0.002993345260620117,52
3,124,0.0029926300048828125,73
3,125,0.0019941329956054688,65
3,126,0.0029921531677246094,61
3,127,0.003989458084106445,49
3,128,0.003989696502685547,46
3,129,0.005010366439819336,59
3,130,0.002992391586303711,64
3,131,0.0029926300048828125,77
3,132,0.0029675960540771484,55
3,133,0.0029909610748291016,67
3,134,0.0029921531677246094,53
3,135,0.003989219665527344,59
3,136,0.0029921531677246094,53
3,137,0.00501251220703125,52
3,138,0.003962993621826172,65
3,139,0.001993417739868164,59
3,140,0.002991914749145508,59
3,141,0.0019948482513427734,67
3,142,0.004987239837646484,45
3,143,0.004987955093383789,58
3,144,0.0029921531677246094,45
3,145,0.003989696502685547,53
3,146,0.0029916763305664062,53
3,147,0.003987789154052734,44
3,148,0.0029916763305664062,58
3,149,0.0019943714141845703,59
4,0,0.00399470329284668,69
4,1,0.005979061126708984,53
4,2,0.004014730453491211,52
4,3,0.003989458084106445,67
4,4,0.003963470458984375,73
4,5,0.002991914749145508,67
4,6,0.003991603851318359,57
4,7,0.003988742828369141,49
4,8,0.004013538360595703,57
4,9,0.0029916763305664062,64
4,10,0.003989219665527344,58
4,11,0.0039653778076171875,43
4,12,0.003987789154052734,57
4,13,0.0029921531677246094,39
4,14,0.002991914749145508,38
4,15,0.003992795944213867,62
4,16,0.004016399383544922,42
4,17,0.002961397171020508,59
4,18,0.003989219665527344,43
4,19,0.0029921531677246094,52
4,20,0.003989458084106445,74
4,21,0.002991914749145508,52
4,22,0.003989219665527344,48
4,23,0.0029921531677246094,46
4,24,0.002991914749145508,59
4,25,0.003989696502685547,52
4,26,0.00399017333984375,42
4,27,0.004987001419067383,51
4,28,0.003989219665527344,45
4,29,0.004985809326171875,52
4,30,0.002991199493408203,38
4,31,0.0029921531677246094,64
4,32,0.003989458084106445,74
4,33,0.002991914749145508,51
4,34,0.004017353057861328,38
4,35,0.002990245819091797,46
4,36,0.002991199493408203,55
4,37,0.0039937496185302734,52
4,38,0.003962516784667969,48
4,39,0.004985809326171875,49
4,40,0.003989219665527344,52
4,41,0.004985809326171875,71
4,42,0.003988981246948242,49
4,43,0.003988504409790039,59
4,44,0.002991914749145508,54
4,45,0.002991914749145508,50
4,46,0.004990339279174805,49
4,47,0.0029883384704589844,42
4,48,0.0030181407928466797,63
4,49,0.002992391586303711,59
4,50,0.004961490631103516,37
4,51,0.00698089599609375,68
4,52,0.004987001419067383,47
4,53,0.005984783172607422,52
4,54,0.0039882659912109375,62
4,55,0.0029914379119873047,69
4,56,0.002991914749145508,59
4,57,0.0039904117584228516,54
4,58,0.0049877166748046875,45
4,59,0.003989458084106445,52
4,60,0.004987239837646484,52
4,61,0.0039904117584228516,40
4,62,0.0029888153076171875,54
4,63,0.003989219665527344,52
4,64,0.0029921531677246094,63
4,65,0.002991914749145508,59
4,66,0.004987239837646484,42
4,67,0.003989219665527344,47
4,68,0.0039899349212646484,47
4,69,0.0049860477447509766,45
4,70,0.0029916763305664062,72
4,71,0.003989219665527344,41
4,72,0.002993345260620117,49
4,73,0.004985809326171875,42
4,74,0.0039904117584228516,45
4,75,0.0039882659912109375,32
4,76,0.00498652458190918,43
4,77,0.0029938220977783203,55
4,78,0.005010843276977539,58
4,79,0.002991199493408203,55
4,80,0.002992391586303711,52
4,81,0.0030002593994140625,65
4,82,0.0039882659912109375,41
4,83,0.00395655632019043,56
4,84,0.003989696502685547,58
4,85,0.0029916763305664062,62
4,86,0.003989219665527344,67
4,87,0.002991914749145508,65
4,88,0.002991914749145508,49
4,89,0.0029921531677246094,52
4,90,0.0029914379119873047,52
4,91,0.003989696502685547,50
4,92,0.003990888595581055,39
4,93,0.003988981246948242,69
4,94,0.003988504409790039,41
4,95,0.0029921531677246094,44
4,96,0.002992391586303711,52
4,97,0.003988981246948242,58
4,98,0.003991603851318359,62
4,99,0.0049855709075927734,38
4,100,0.003988742828369141,54
4,101,0.003991127014160156,46
4,102,0.003987312316894531,56
4,103,0.002991914749145508,74
4,104,0.002991914749145508,44
4,105,0.003989696502685547,49
4,106,0.0039899349212646484,43
4,107,0.003988504409790039,52
4,108,0.0029916763305664062,68
4,109,0.0039899349212646484,55
4,110,0.004988670349121094,52
4,111,0.004984378814697266,54
4,112,0.004987239837646484,37
4,113,0.005984067916870117,60
4,114,0.004986763000488281,41
4,115,0.0039882659912109375,49
4,116,0.004989147186279297,61
4,117,0.0059833526611328125,34
4,118,0.003987312316894531,56
4,119,0.0029921531677246094,50
4,120,0.004986763000488281,66
4,121,0.0029916763305664062,46
4,122,0.0029921531677246094,42
4,123,0.003989219665527344,41
4,124,0.004004001617431641,52
4,125,0.00397491455078125,42
4,126,0.0029921531677246094,41
4,127,0.0029916763305664062,51
4,128,0.0029921531677246094,61
4,129,0.0039904117584228516,49
4,130,0.0029909610748291016,44
4,131,0.003989458084106445,68
4,132,0.002991914749145508,52
4,133,0.002991914749145508,38
4,134,0.00399017333984375,52
4,135,0.003988742828369141,62
4,136,0.0029916763305664062,58
4,137,0.0029921531677246094,38
4,138,0.003989219665527344,46
4,139,0.003989696502685547,65
4,140,0.003989458084106445,42
4,141,0.003989458084106445,41
4,142,0.00498652458190918,74
4,143,0.00498652458190918,54
4,144,0.004986763000488281,52
4,145,0.004987478256225586,66
4,146,0.004019021987915039,48
4,147,0.0029914379119873047,57
4,148,0.003989458084106445,44
4,149,0.0029921531677246094,40
5,0,0.00894784927368164,52
5,1,0.0049855709075927734,47
5,2,0.004988908767700195,50
5,3,0.005981922149658203,38
5,4,0.005983829498291016,61
5,5,0.010969400405883789,38
5,6,0.003989219665527344,46
5,7,0.006981372833251953,42
5,8,0.006983041763305664,39
5,9,0.004988908767700195,47
5,10,0.0059816837310791016,51
5,11,0.00498652458190918,49
5,12,0.0059854984283447266,45
5,13,0.005983591079711914,44
5,14,0.003987312316894531,50
5,15,0.0069828033447265625,52
5,16,0.0059850215911865234,38
5,17,0.00698089599609375,46
5,18,0.005983591079711914,41
5,19,0.004985809326171875,53
5,20,0.003991127014160156,47
5,21,0.003987550735473633,46
5,22,0.004986763000488281,47
5,23,0.004987478256225586,44
5,24,0.00498652458190918,46
5,25,0.004987001419067383,51
5,26,0.004985332489013672,51
5,27,0.0049877166748046875,29
5,28,0.004986763000488281,54
5,29,0.005982875823974609,47
5,30,0.003989696502685547,58
5,31,0.003989219665527344,42
5,32,0.003989219665527344,51
5,33,0.004985809326171875,33
5,34,0.003989458084106445,67
5,35,0.003989458084106445,38
5,36,0.003989219665527344,52
5,37,0.004989147186279297,47
5,38,0.0049855709075927734,52
5,39,0.005984067916870117,51
5,40,0.0059833526611328125,55
5,41,0.006981611251831055,47
5,42,0.003988027572631836,56
5,43,0.0070078372955322266,40
5,44,0.005983114242553711,52
5,45,0.0039904117584228516,35
5,46,0.007978200912475586,48
5,47,0.0049860477447509766,49
5,48,0.00399327278137207,45
5,49,0.004961252212524414,41
5,50,0.004012107849121094,56
5,51,0.004987478256225586,41
5,52,0.00496673583984375,45
5,53,0.005006551742553711,50
5,54,0.004985809326171875,61
5,55,0.005967378616333008,49
5,56,0.0049784183502197266,43
5,57,0.003988742828369141,49
5,58,0.003989219665527344,49
5,59,0.0059850215911865234,49
5,60,0.0039882659912109375,52
5,61,0.003989458084106445,48
5,62,0.00498652458190918,51
5,63,0.004988193511962891,45
5,64,0.006981372833251953,44
5,65,0.0040132999420166016,50
5,66,0.0049610137939453125,51
5,67,0.003989219665527344,53
5,68,0.003989458084106445,43
5,69,0.003989458084106445,43
5,70,0.005985736846923828,38
5,71,0.004986286163330078,41
5,72,0.005984067916870117,48
5,73,0.00498509407043457,43
5,74,0.003989458084106445,62
5,75,0.003989219665527344,50
5,76,0.003989219665527344,50
5,77,0.0040149688720703125,38
5,78,0.003989696502685547,45
5,79,0.004960775375366211,44
5,80,0.004987478256225586,45
5,81,0.003988742828369141,53
5,82,0.003989219665527344,50
5,83,0.003989219665527344,50
5,84,0.004986763000488281,52
5,85,0.003988981246948242,42
5,86,0.004988193511962891,42
5,87,0.00897526741027832,43
5,88,0.004011869430541992,44
5,89,0.003988742828369141,38
5,90,0.0049860477447509766,41
5,91,0.003988742828369141,41
5,92,0.00598454475402832,56
5,93,0.005984783172607422,39
5,94,0.005983114242553711,41
5,95,0.006982088088989258,42
5,96,0.005983114242553711,46
5,97,0.004988670349121094,46
5,98,0.005982398986816406,48
5,99,0.004985332489013672,41
5,100,0.005987882614135742,35
5,101,0.005981922149658203,52
5,102,0.004985332489013672,33
5,103,0.004989147186279297,50
5,104,0.0049855709075927734,45
5,105,0.0050106048583984375,37
5,106,0.004990339279174805,40
5,107,0.004983186721801758,49
5,108,0.0049707889556884766,42
5,109,0.004976987838745117,39
5,110,0.004015684127807617,56
5,111,0.003988742828369141,58
5,112,0.0059604644775390625,43
5,113,0.0049860477447509766,52
5,114,0.005983829498291016,58
5,115,0.004987478256225586,38
5,116,0.005983114242553711,42
5,117,0.005984067916870117,48
5,118,0.004014253616333008,49
5,119,0.003988742828369141,45
5,120,0.003992557525634766,53
5,121,0.0039899349212646484,49
5,122,0.004957675933837891,52
5,123,0.005983829498291016,38
5,124,0.004986763000488281,51
5,125,0.005016803741455078,51
5,126,0.003986835479736328,44
5,127,0.003989696502685547,38
5,128,0.005954742431640625,51
5,129,0.004985332489013672,52
5,130,0.003988742828369141,48
5,131,0.004990577697753906,49
5,132,0.005980968475341797,40
5,133,0.0049860477447509766,30
5,134,0.005013227462768555,50
5,135,0.006955623626708984,54
5,136,0.005011081695556641,52
5,137,0.0049631595611572266,42
5,138,0.0049855709075927734,60
5,139,0.003988504409790039,40
5,140,0.004987001419067383,51
5,141,0.0060117244720458984,42
5,142,0.004984140396118164,49
5,143,0.0049631595611572266,41
5,144,0.0039882659912109375,47
5,145,0.005011081695556641,62
5,146,0.004987239837646484,52
5,147,0.005959749221801758,57
5,148,0.0050106048583984375,52
5,149,0.0049631595611572266,44
6,0,0.0069789886474609375,35
6,1,0.004986763000488281,47
6,2,0.00498652458190918,53
6,3,0.004986763000488281,33
6,4,0.00601649284362793,25
6,5,0.0049800872802734375,37
6,6,0.004991769790649414,44
6,7,0.004956960678100586,55
6,8,0.007978677749633789,51
6,9,0.006981611251831055,36
6,10,0.00600886344909668,31
6,11,0.00498652458190918,31
6,12,0.004990577697753906,42
6,13,0.005954265594482422,46
6,14,0.0049860477447509766,33
6,15,0.00498652458190918,51
6,16,0.00501704216003418,41
6,17,0.00498652458190918,37
6,18,0.004987001419067383,51
6,19,0.004992246627807617,49
6,20,0.006975412368774414,34
6,21,0.005983591079711914,43
6,22,0.005959749221801758,39
6,23,0.004986286163330078,29
6,24,0.004986763000488281,34
6,25,0.00900125503540039,46
6,26,0.005984067916870117,47
6,27,0.006956338882446289,51
6,28,0.005011558532714844,35
6,29,0.005965709686279297,60
6,30,0.0069751739501953125,46
6,31,0.0049855709075927734,34
6,32,0.006011486053466797,45
6,33,0.007005453109741211,52
6,34,0.004987001419067383,42
6,35,0.0069582462310791016,29
6,36,0.006979942321777344,26
6,37,0.00501561164855957,45
6,38,0.005980014801025391,49
6,39,0.004985809326171875,53
6,40,0.004991769790649414,40
6,41,0.006952047348022461,53
6,42,0.005983829498291016,38
6,43,0.005982875823974609,63
6,44,0.0069811344146728516,45
6,45,0.00498652458190918,44
6,46,0.005986928939819336,43
6,47,0.006979942321777344,59
6,48,0.004985332489013672,52
6,49,0.008975982666015625,40
6,50,0.006984233856201172,37
6,51,0.0059814453125,52
6,52,0.006982564926147461,42
6,53,0.008975028991699219,48
6,54,0.0049860477447509766,39
6,55,0.006981611251831055,43
6,56,0.00501251220703125,34
6,57,0.005960226058959961,36
6,58,0.007977724075317383,40
6,59,0.006984233856201172,41
6,60,0.0069789886474609375,53
6,61,0.005982160568237305,41
6,62,0.006982326507568359,33
6,63,0.006998300552368164,28
6,64,0.005967140197753906,36
6,65,0.005982637405395508,52
6,66,0.00598597526550293,52
6,67,0.007978200912475586,49
6,68,0.005983114242553711,45
6,69,0.00800323486328125,45
6,70,0.00598454475402832,46
6,71,0.005959987640380859,55
